event_time,BTC_funding_rate,BTC_annual_rate,ETH_funding_rate,ETH_annual_rate,SOL_funding_rate,SOL_annual_rate,BNB_funding_rate,BNB_annual_rate,ARB_funding_rate,ARB_annual_rate,APT_funding_rate,APT_annual_rate,ADA_funding_rate,ADA_annual_rate,AVAX_funding_rate,AVAX_annual_rate
2025-11-12 22:52:48.694614,6.396958466173931e-05,0.023348898401534847,0.00018666129825778614,0.06813137386409195,0.0005653118282175634,0.20633881729941064,9.234028633165693e-05,0.033704204511054776,0.00030709505472684986,0.11208969497530019,0.0003182696475173254,0.11616842134382377,0.00031098327266050927,0.11350889452108588,0.00024197640802065036,0.08832138892753738
